No,Pengguna,Waktu,Ulasan,Label
256,PL,2021-12-03 12:47:51,"Bug nya masih banyak, tolong diperbaiki lagi apklikasinya kak......",Negatif
257,YD,2021-12-03 12:53:24,Saya sangat kecewa karena tiba2 status vaksinasi saya berubah merah alias belum divaksin. Padahal saya sudah ada sertifikat Vaksin dan bisa diunduh tetapi statusnya tetap merah. Saya sudah email dan telpon tetapi dibilang tunggu tunggu dan tunggu tanpa ada kejelasan followupnya akhirnya saya tidak bisa kemana2 karena APP ini.,Negatif
258,AD,2021-12-03 12:57:40,Sanggat baik,Positif
259,AN,2021-12-03 12:58:41,"Rasa was-was jadi hilang karena sudah merasa terdaftar di pedulilindungi,walaupun belum pernah digunakan untuk keperluan apapun.",Positif
260,O,2021-12-03 12:59:09,So bad👍,Negatif
261,DS,2021-12-03 13:00:02,Ga guna hahahahahahahahahhahahahahahahahahhahahahahahahahahhahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahhahah tapi boong,Negatif
262,MA,2021-12-03 13:02:05,Bagusbanget,Positif
263,FA,2021-12-03 13:03:32,Ah sumpuk,Negatif
264,GA,2021-12-03 13:03:48,Tidak bisa di buka lagi aplkasinya,Negatif
265,LS,2021-12-03 13:03:48,Bagus app ny,Positif
266,IS,2021-12-03 13:05:00,Sangat membantu,Positif
267,CY,2021-12-03 13:06:47,Downlod aplikasi ini untuk ngecek sertifikat dosis pertama.. Tpi barcode nya gak muncul. Pdahal mau vaksin dosis yang kedua,Negatif
268,TB,2021-12-03 13:12:09,Sini by one chou poke,Negatif
269,HO,2021-12-03 13:12:32,Aplikasi kog konyol gini no. hp gk bisa email juga gk bisa niat gk sih bikin aplikasi apa cuma pingin ngebodohin aja kali ya,Negatif
270,SP,2021-12-03 13:14:03,Aku gk pernah make ini tapi aku ingin emosi karena gk bisa di hapus bjir,Negatif
271,NR,2021-12-03 13:14:32,Ok mantap,Positif
272,NH,2021-12-03 13:15:45,Apk nya jelek banget sumpah gk bisa ngebantu banget,Negatif
273,AS,2021-12-03 13:18:08,sering cek out sendiri jadi saya kasih bintang 1 ya,Negatif
274,DF,2021-12-03 13:18:35,Sangat membantu masyarakat.... Dalam melakukan aktifitas diluar rumah,Positif
275,SSBT,2021-12-03 13:23:41,Mantap,Positif
276,BI,2021-12-03 13:24:38,Aplikasi sering error terima kasih,Negatif
277,MM,2021-12-03 13:25:35,Bersukar lah saya udah di faksin kan badan saya terasa lega sebelum nya di faksin badan saya sering ke lemasan aham dulilah sekarang endak lagi,Positif
278,PR,2021-12-03 13:27:27,Gk jlas,Negatif
279,BJ,2021-12-03 13:32:17,bagus,Positif
280,SS,2021-12-03 13:33:39,Sangat membantu masyarakat,Positif
281,AI,2021-12-03 13:34:20,Cacatt.. login gagal. Daftar juga gagal. Gmana org mau perjalanan klo bgini modelnya.. bikin aturan. Aturannya sendiri tidak memadai.. dasar aneh.,Negatif
282,HM,2021-12-03 13:38:37,Ok,Positif
283,DH,2021-12-03 13:39:55,"Masukin Captcha 1 jam sertifikat tidak muncul, sumpah aplikasi sampah",Negatif
284,IDY,2021-12-03 13:40:04,Kecewa bangat masa paksin kedua gk bisa2,Negatif
285,RW,2021-12-03 13:40:14,kode OTP gk masuk2 dinmr hp padahal sdah betul nmrx,Negatif
286,MR,2021-12-03 13:42:05,Ok mantap 👍 peduli lindungi sukses selalu🙏,Positif
287,JR,2021-12-03 13:45:48,Sertifikat vaksin tidak muncul,Negatif
288,RP,2021-12-03 13:48:12,"Saya perantauan ,Saya vaksin sudah 2 kali gak terdaftar sama sekali di pedulilindungi saya gak bisa pulang ...",Negatif
289,HAA,2021-12-03 13:48:28,Ok,Positif
290,BR,2021-12-03 13:50:23,Jelek disuruh upgrade terus,Negatif
291,DG,2021-12-03 13:50:48,Ga beres sistemnya,Negatif
292,GP,2021-12-03 13:56:58,Sangat membantu,Positif
293,ASA,2021-12-03 14:03:19,Memudahkan,Positif
294,WK,2021-12-03 14:03:32,"Ampas, pas mau claim rechaptca mlah ngulang ngulang smpek berjam2 dipencetin terus nongol gambar",Negatif
295,YA,2021-12-03 14:05:43,Aplikasi Gak Jelas,Negatif
296,AW,2021-12-03 14:07:19,Maap ya. Ini aplikasi nya ko ga bisa di buka udah beberapa kali cob .kembalilagi2,Negatif
297,AR,2021-12-03 14:07:59,Kalo masuk di suatu tempat udah scan QR mesti tidak bisa login,Negatif
298,WKS,2021-12-03 14:09:21,Good Jobs... 👌👍,Positif
299,CH,2021-12-03 14:09:38,force close,Negatif
300,AA,2021-12-03 14:12:37,"apk rusak,sulit di mengerti,semoga harimu suram:)",Negatif
301,AJ,2021-12-03 14:13:37,Lanjut... Mantafff,Positif
302,QL,2021-12-03 14:13:50,"Ga bisa buka sertifikat vaksin, selalu otomatis keluar. Gimana dong kalo butuh. Duh",Negatif
303,SM,2021-12-03 14:16:32,Bagus,Positif
304,EF,2021-12-03 14:17:25,Mau daftar susah banget udah masukin email gx bisa,Negatif
305,WA,2021-12-03 14:23:38,"Knpa sh aku sudah vaksin pertma dn kedua tp yng muncul di aplksi cuma vksin pertmaa ,,sedngkn vksin prtma tgl 4 november tp yng di tulis d sertifikat nya tgl 2 desember pdhl tgl 2 desmber vksin keduaa ,,aneh!!",Negatif
306,IA,2021-12-03 14:23:42,Ga bisa update,Negatif
307,ZK,2021-12-03 14:26:37,Download nya lamaaaaaa...kesel lah,Negatif
308,AA,2021-12-03 14:28:17,Sehat,Positif
309,SDCT,2021-12-03 14:29:52,Bintang 1 ae vaksin pertama tidak muncul masih warna merah,Negatif
310,NE,2021-12-03 14:31:28,Lumayan bagus,Positif
311,WF,2021-12-03 14:36:00,ok,Positif
312,YE,2021-12-03 14:38:20,Bagus...👍🏻👍🏻,Positif
313,DP,2021-12-03 14:42:26,Cct,Negatif
314,SZT,2021-12-03 14:44:47,Jelek nih aplikasinya...awal2 sertifikat vaksin kadang keluar kadang enggak...eh sekarang malah nggk keluar sama sekali...jadi mikir2 pas vaksin 2 nanti sertifikatnya bakal keluar atau enggak...waktu check in-check out di tempat kerja dulu juga sering gajelas kadang bisa kadang enggak ...bikin aplikasi tuh sekalian yang bagus gitu loh..aneh banget bikin aplikasi tapi bobrok dan gajelas..,Negatif
315,AS,2021-12-03 14:47:11,Bagus,Positif
316,AB,2021-12-03 14:47:50,Cekin gagal terus,Negatif
317,SA,2021-12-03 14:48:43,"Tidak cukup hanya minta maaf bung, klo hanya minta maaf atas ketidak beresan dan ketidak nyamanan saya minta anda mundur saja...",Negatif
318,WK,2021-12-03 15:03:41,"Aplikasi ga jelas, ga bisa buat cek sertipikat vaksin pertama dn kedua.",Negatif
319,SY,2021-12-03 15:04:09,👍👍👍👍👍🏍️,Positif
320,TS,2021-12-03 15:07:15,peduli lindungi,Positif
321,BP,2021-12-03 15:09:36,Sangat membantuh sekali,Positif
322,IA,2021-12-03 15:09:38,Mantap,Positif
323,SH,2021-12-03 15:18:38,Lumayanlah,Positif
324,WF,2021-12-03 15:20:35,aplikasinya masih belum bisa di buka sampai waktu ini.,Negatif
325,EH,2021-12-03 15:32:35,Bagus sangat membantu,Positif
326,FM,2021-12-03 15:33:32,Ok,Positif
327,IRT,2021-12-03 15:33:43,Nice,Positif
328,ASS,2021-12-03 15:38:51,Mantap,Positif
329,BY,2021-12-03 15:48:06,Sangt jlk,Negatif
330,M,2021-12-03 15:48:18,"gak bisa diupdate, stuck di 99 :)",Negatif
331,KK,2021-12-03 15:50:50,Ok,Positif
332,SDK,2021-12-03 15:52:31,Gk bisa d buka,Negatif
333,AA,2021-12-03 15:54:45,Bisa membatu dlam pekerjaan saya,Positif
334,EG,2021-12-03 16:00:03,Aplikasi ga jelas udah vaksin kok ga keluar sertifikat,Negatif
335,DB,2021-12-03 16:04:57,Masih cacat aplikasinya,Negatif
336,XX,2021-12-03 16:17:27,Siiiip,Positif
337,AR,2021-12-03 16:26:19,Bct,Negatif
338,A,2021-12-03 16:26:29,Informasi perihal syarat perjalanan di aplikasi tidak sesuai dengan yang beredar. Tiap daerah ada yang bikin peraturan sendiri jadi nggak akurat infonya,Negatif
339,SA,2021-12-03 16:28:56,Saya tidak pernah bisa masuk aplikasi pedulilindungi karena lokasi buatan terdeteksi itu apa ? Saya tidak pernah menggunakan opsi pengembang bagaimana yaa.,Negatif
340,LL,2021-12-03 16:30:59,sangat membantu untuk perjalan eHac dalam aplikasi peduli lindungi.,Positif
341,AI,2021-12-03 16:37:12,Sgt bgss👍🏻,Positif
342,RA,2021-12-03 16:37:55,Sangat jelas dan bagus untuk orang awam seperti aku dan anda,Positif
343,MS,2021-12-03 16:54:59,"sudah vaksin( dosis pertama ) di menu sertifikat vaksin ada sertifikat sudah vaksin tapi kenapa di menu status vaksinasi, status saya kok beleum di vaksin ya?? satu lagi, update dong apk ini terutama di bagian pengisian tempat/tanggal lahir",Negatif
344,KW,2021-12-03 16:58:19,Apk ga bisa di buka,Negatif
345,YY,2021-12-03 17:02:55,Tidak bisa di buka...,Negatif
346,AM,2021-12-03 17:05:35,Mantaf,Positif
347,AA,2021-12-03 17:14:57,Baik,Positif
348,AA,2021-12-03 17:15:00,Bagus,Positif
349,MH,2021-12-03 17:31:05,Bgus membntu,Positif
350,KR,2021-12-03 17:47:31,Good,Positif
351,BS,2021-12-03 18:03:59,Bermanfaat utk pergi atau ke mall,Positif
352,MT,2021-12-03 18:04:17,"Qo sertifikat sy nga muncul, Padahal sudah 2x vaksin, Nga bisa buka sertifikat nya, Udh di apus aplikasi nya dan di download ulang tapii hasilnya tetep nga ada dan nga muncul sertifikat vaksin nya",Negatif
353,NH,2021-12-03 18:13:15,Bagus bermanfaat,Positif
354,JQPL,2021-12-03 18:20:34,"Mantap, makin mudah penggunaannya👍",Positif
355,DG,2021-12-03 18:57:44,Top,Positif
356,AC,2021-12-03 19:33:31,koq Sulit sekali Verifikasi Swrtifikat Vaksin,Negatif
357,AL,2021-12-03 19:54:42,"Saya keluar app untuk cek vaksin ortu saya. Tapi kok tidak bisa masuk lagi. Ini kali pertama saya beri reting jelek ke app, padahal harapan saya baik untuk buatan dalam negeri. Ternyata saya dikecewakan oleh sesuatu yg saya banggakan",Negatif
358,XA,2021-12-03 19:54:50,"Aplikasi yg Amat Buruk. Padahal dana Vaksin nya aja trilyunan, Masa uda masukin capta, eh di ulang2 terus , ujung2 nya capta salah. Ribeeeettttt. Blm lg yg vaksin , sertifikatnya rata2 yg kedua gk nongol 🙄🙄🙄",Negatif
359,HF,2021-12-03 20:55:43,Udh vaksin antigen ga muncul,Negatif
360,DW,2021-12-03 21:01:06,Tidak bisa didownload. Payah,Negatif
361,PD,2021-12-03 21:10:46,Jelek. Bgt,Negatif
362,DR,2021-12-03 21:11:43,"Tekan tombol akun, riwayat dan tiket vaksin, periksa, isi identitas, periksa, lihat surat vaksin LANGSUNG APLIKASI TIDAK MERESPON &KELUAR APP, GAJELAS!",Negatif
363,WS,2021-12-03 21:36:49,Nggk bisa. Ada keterangan sayang peduli lindungi sudah berhenti. Tolong gimana ngaksesnya biar bisa masuk,Negatif
364,AR,2021-12-03 21:49:07,Suka error....,Negatif
365,HS,2021-12-03 22:08:47,Sudah masukan nama NIK di lengkapi semua ujung ujungnya suruh ngulang..udah nyobak beberapa kali tetap aja begitu,Negatif
366,HG,2021-12-03 22:13:19,👍,Positif
367,BM,2021-12-03 22:16:27,Lambay,Negatif
368,MA,2021-12-03 22:24:06,Mantap,Positif
369,AS,2021-12-03 22:27:31,Sangat membantu,Positif
370,NER,2021-12-03 22:37:11,Mantab sangat membantu,Positif
371,RR,2021-12-03 22:37:50,😎👍👍👍,Positif
372,RE,2021-12-03 22:39:32,Aplikasi pemerintah dibikin pake uang rakyat Kok jeleknya gak ada obat. Dibuka cuma logo doang gak bisa login,Negatif
373,DM,2021-12-03 22:40:37,Sangat membantu,Positif
374,AA,2021-12-03 22:42:31,"Saya sudah menerima vaksinasi dosis ke 2,tapi tidak bisa akses sertifikat nya..sedangkan syarat data diri sudah lengkap...",Negatif
375,AF,2021-12-03 22:59:53,Mantab,Positif
376,P,2021-12-03 23:02:33,"Di vaksin tanggal 13 Agustus 2021, sampe sekarang 4 Desember 2021 kaga ada email sertifikat vaksinnya, sudah di email pihak @pedulilindungi gak ada respon di suruh nunggu dari Agustus sampai sekarang gak ada sama sekali email/SMS buat liat sertifikat vaksinnya yang pertama.",Negatif
377,DH,2021-12-03 23:15:17,Baik,Positif
378,BM,2021-12-03 23:18:21,"Sertifikat vaksin ke 2 saya gk muncul muncul, uda seminggu lebih vaksin sertifikas ke 2 gk ada",Negatif
379,RA,2021-12-03 23:19:49,Susah di buka .muncul notifikasi aplikasi terhenti,Negatif
380,TW,2021-12-03 23:29:03,sangat baik,Positif
381,AB,2021-12-03 23:32:29,Ditinkatkan lagi biar bagus,Negatif
382,RFC,2021-12-03 23:33:47,ga bisa menampilkan sertifikat vaksin langsung force close sendiri,Negatif
383,DS,2021-12-03 23:38:18,Loading aplikasinya kayak pake jaringan gprs. Padahal perangkat sudah 4G. Tolong diperbaiki.,Negatif
384,HK,2021-12-03 23:39:29,Sangat membantu,Positif
385,OB,2021-12-03 23:42:25,Good,Positif
386,EKT,2021-12-03 23:52:27,kesel banget knp sertifikat vaksinnya g bisa dibuka. Buat jengkel.,Negatif
387,SH,2021-12-03 23:53:25,Seetifikat ga bisa keluar,Negatif
388,YT,2021-12-04 0:06:46,sangat membantu untuk memperlancarkan perjalanan.,Positif
389,DP,2021-12-04 0:08:03,Lemot,Negatif
390,RI,2021-12-04 0:09:17,buruk,Negatif
391,WL,2021-12-04 0:11:17,"Apk Tidak bermanfaat,saya tidak vaksin sampai saat ini,saya sehat dan baik2 saja bersama keluarga,setelah bertahun² saya alami dan pelajari virus ini bahkan sempat sakit 4 minggu persis mirip gejalanya yang katanya corona,cukup saya rawat mandiri saja,dan penyakit model seperti ini memang sudah ada sejak dari dulu,kalau saya pribadi tidak percaya vaksin,vaksin itu hanya sugesti,sekarang kembali ke fisik setiap orang,dan mau kapan kita hidup di belenggu yang katanya virus corona ini,renungkanlah",Negatif
392,TH,2021-12-04 0:18:33,Oke,Positif
393,NS,2021-12-04 0:18:38,Sangat bagus,Positif
394,RG,2021-12-04 0:20:00,"Sertifikat saya belum keluar selama 2 bulan. dan saya sudah komplen di GMAIL sudah 1 bulan belum ada jawaban, mohon ditindak lanjuti!!",Negatif
395,AR,2021-12-04 0:26:47,Aplikasinya ga tau kenapa padahal suda vaksin 1 sampe 2 tapi nyatanya di aplikasi ga ada data vaksin saya 1 pun. Nik dan nomer hp sudah benar semua . Tolong lah di perbaiki .,Negatif
396,FNR,2021-12-04 0:33:05,"Tolong benerin lagi yaa apk nya, soalnya pas mau ngisi biodata tiba2 ke logout sendiri. MAKASIH :)",Negatif
397,MAR,2021-12-04 0:35:57,Serifikat vaksin tidak muncul. Tolong dimunculkan. Sudah sudah vaksin dua kali.,Negatif
398,IS,2021-12-04 0:36:41,Aplikasi ini mantap,Positif
399,I,2021-12-04 0:44:47,Saat checkin ke suatu tempat sering gagal,Negatif
400,PS,2021-12-04 0:45:33,kurang banyak,Negatif
401,HF,2021-12-04 0:51:57,Good Enough,Positif
402,DS,2021-12-04 0:59:43,Aplikasi yg lama terhapus dan sekrng instal lagi tapi gk bisa buat scan .gmna sih cara nya untuk kembali ke aplikasi yg lama .biar mudah penggunaannya .makin lama mkin jelek,Negatif
403,TR,2021-12-04 1:06:04,Payah bgt gk bisa masuk error mulu,Negatif
404,LA,2021-12-04 1:08:32,"Samasekali tidak bisa dibuka, setelah melakukan pendaftaran, apk langsung keluar dengan sendirinya dan tidak bisa dibuka kembali, gara-gara ini pekerjaan saya terhambat dan hampir dipecat hanya karena kebijakan wajib menggunakan apk ini, surat vaksin jadi tidak berguna, apa-apaan sebenarnya kebijakan ini itu?",Negatif
405,DD,2021-12-04 1:09:12,Ga bisa di akses,Negatif
406,AB,2021-12-04 1:14:13,masa kartu vaksin gak muncul.padahal udah 2 kali vaksin,Negatif
407,AP,2021-12-04 1:14:32,"Engga bisa buka sama sekali link nya, entah dimana salahnya, karna sudah berulang kali,😓",Negatif
408,AR,2021-12-04 1:27:26,Plikasi nya bagus saya suka dengan aplikasi pedulilindungi in,Positif
409,AM,2021-12-04 1:29:46,Saya merasa senang banget dengan adanya aplikasi ini karena ianya sangat membantu dlm perjalanan ke mana sj smpai keluar negeri..,Positif
410,YTNA,2021-12-04 1:31:48,Gak uptodate,Negatif
411,ANC,2021-12-04 1:32:21,Susah banged daptarnya,Negatif
412,AN,2021-12-04 1:35:57,"Perlu pembenahan besar-besaran. Masih banyak kekurangan dari aplikasi ini. Misalnya, ngedaftarin susah banget, butuh berulangkali hingga harus tiuker handphone, sering out sendiri, data hasil sertifikat vaksin gak termuat, barcode gak bisa, dll. Untuk itu, ane cukup ngasih satu bintang aja.",Negatif
413,DH,2021-12-04 1:39:14,Sangat membantu..sekali,Positif
414,RW,2021-12-04 1:45:10,Sangat bagus,Positif
415,AW,2021-12-04 1:52:11,Aplikasi yg sangat bermanfaat di masa covid,Positif
416,LN,2021-12-04 1:55:03,good,Positif
417,EA,2021-12-04 1:58:11,"Masih sama seperti kemarin, ketika di klik sertifikat dia malah keluar sendiri. Udah saya ulang beberapa kali masih tetap sama begitu.",Negatif
418,MA,2021-12-04 2:00:44,Yes lah,Positif
419,TS,2021-12-04 2:00:58,Good job,Positif
420,MR,2021-12-04 2:03:33,Sangat bagus,Positif
421,AP,2021-12-04 2:04:27,Bagus,Positif
422,RJ,2021-12-04 2:06:48,Mantap lah,Positif
423,GC,2021-12-04 2:14:38,Ok,Positif
424,AL,2021-12-04 2:18:33,Sangat membantu,Positif
425,IBBT,2021-12-04 2:19:05,Aplikasi ga jelas... Masukin tgl lahirnya repot bngt..,Negatif
426,YM,2021-12-04 2:28:51,Sangat membantu sekali.. terima kasih,Positif
427,FD,2021-12-04 2:30:10,Mempersulit diri,Negatif
428,GG,2021-12-04 2:30:33,👍👍,Positif
429,AS,2021-12-04 2:33:23,Mau login gak bisa malah nunggu kode OTP nya gak masuk2 gimana nich,Negatif
430,EB,2021-12-04 2:33:57,Mantap,Positif
431,HH,2021-12-04 2:39:13,Sangat membantu masyarakat,Positif
432,IFG,2021-12-04 2:45:06,Gw udah ulang2 tuh NIK d pendaftaran pertama kenapa masih gk bisa.. Tp anehnya yg ke 2 malah lancar. Apk apasih ini gmn gw bisa flight klo pendaftaran vaksin pertama aja gak masuk2 !!!!,Negatif
433,FK,2021-12-04 2:51:49,Rajelas,Negatif
434,MT,2021-12-04 2:52:06,Jaringan jelek,Negatif
435,ANH,2021-12-04 2:53:33,Bagus,Positif
436,JP,2021-12-04 2:55:26,"Tidak jadi bintang lima deh, awalnya si berjalan lancar. bukan tambah mantap. sekarang malah error berkepanjangan . Tolong di perbaiki 🙏🙏🙏",Negatif
437,DA,2021-12-04 3:03:08,Tidak bisa klaim sertifikat,Negatif
438,AM,2021-12-04 3:04:43,Ok,Positif
439,WD,2021-12-04 3:12:39,Ok,Positif
440,OR,2021-12-04 3:18:00,Laman sertifikat tidak keluar,Negatif
441,AR,2021-12-04 3:20:14,Sangat membantu,Positif
442,AR,2021-12-04 3:21:15,"Sebulumnya sama sekalibelum pernah ulasan jelek kaya gini. Tp jengkel bgt, masa daftar gabisabisa. Nomer udah bener. Masih suruh benirin lagi. Apanya woi ? Error masa berhari berhari. Sampai udh uninstal lagi sama aja.suruh masukin emil dengan benar lg. Padahal jg daftar pake nomer. Emil jg udah bener perasaan",Negatif
443,NL,2021-12-04 3:22:14,Ok,Positif
444,AD,2021-12-04 3:23:48,Jelek lah.giliran komplain paling suruh kirim imail. Dan hasilnya nihilnjuga,Negatif
445,GG,2021-12-04 3:26:30,Baik,Positif
446,RD,2021-12-04 3:27:52,Seharusnya ada jenis vaksin yang diberikan jenis vaksin apa .agar lebih lengkap,Negatif
447,MAR,2021-12-04 3:31:09,Mohon kepada development untuk pilihan tanggal lahir di dalam APKNya dibuat lebih mudah untuk di pilih karena ini kita bukan lahir di tahun 2021. Kita yang lahir di tahun 90-an kita scroll lama sekali.,Negatif
448,SA,2021-12-04 3:31:30,Update malah gak muncul data sertifikat vaksinnya...,Negatif
449,BF,2021-12-04 3:35:00,Bagus,Positif
450,SP,2021-12-04 3:39:35,Baik sekali,Positif
451,MK,2021-12-04 3:40:31,Mudah mudahan dengan adanya aplikasi peduli lindungi bisa mem bantu dan melindungi saya Aamin,Positif
452,YGS,2021-12-04 3:40:55,"Nyusahin, takdir udah susah jadi tambah susah🤣",Negatif
453,MA,2021-12-04 3:44:23,Bagussss,Positif
454,ZM,2021-12-04 3:50:55,Gak bermanfaat,Negatif
455,E,2021-12-04 3:50:56,"Tidak simpel aplikasinya padahal sdh bgs sanggat membantu., tapi kenapa harus ribet, terlalu byk ngisinya.",Negatif
456,TR,2021-12-04 3:52:45,"Saya udah vaksin dosis 1 dan sertifikat vaksin pun juga udah ada di aplikasi tapi status masih aja merah, dengan keterangan belum vakin. Kan ga waras ini mah. Coba cari di FAQ juga va nemu jawaban dan coba tanya via wa adanya botchat doang hadehhh. Aplikasi nyusahin aja",Negatif
457,DR,2021-12-04 3:53:36,Sering lemot dan eror,Negatif
458,GBM,2021-12-04 3:56:27,Verifikasi Chapta selalu gagal. Masih banyak bug. Mohon di perbaiki lagi aplikasi ini🙏,Negatif
459,SM,2021-12-04 3:56:45,"Sangat tidak efisien, krn untuk scan barcode susah bgt dan bikin ribet. Saat scan sll muncul login kembali, sdh login ulang tetep ga bisa. Mau tanya Cs ga ada pilihan tentang keluhan scan jd ga ada solusi (krn pakai jawaban otomatis). Tolong solusinya dan diupgrade untuk aplikasi & Cs nya. Sangat merepotkan sekali.",Negatif
460,MR,2021-12-04 3:59:25,Slama ini lancar,Positif
461,BCA,2021-12-04 4:01:37,Udah vaksin dosis 1 tp status warna masih MERAH otomatis g bisa masuk ke tempat umum. Pdhl di keterangannya dijelaskan kalo sudah vaksin dosis 1 masuk kategori KUNING. Trs hrs gmn ud email kesana kemari tp dilempar2. Gjelas bgt..,Negatif
462,KL,2021-12-04 4:03:02,Sangat membantu,Positif
463,ST,2021-12-04 4:08:35,"Udah vaksin tp status tetep merah.... Repotbanget klo masuk mall, managawe di mall.. Mudah mudahan aplikasi ini PINTAR yah jangan ga pinter... Lock you",Negatif
464,G,2021-12-04 4:09:18,Durasi waktu verifikasi mhn di tambah.... Krn indonesia bkn hanya Jakarta.... Sebab yg aku alami msknya email terlambat... Bahkan sampai 3x terlambat terus..... Pakai no tlp... Malah g ada sms msk...,Negatif
465,SP,2021-12-04 4:10:21,Bagus dan lancar,Positif
466,AW,2021-12-04 4:17:12,"Ribet banget untuk load nya , ke hapus harus daftar baru lagi , kalau bisa jangan kayak gitu dong , buang2 waktu aja , harus daftar ulang terus , padahal kan udh ada akun , harus nya tinggal masuk langsung selesai , sumpah ngeselin banget.",Negatif
